sotre_id,store_type,store_size,department_id,date,month,weekly_sales
1,A,151315,1,2011-12-23,12,46788.75
1,A,151315,1,2011-12-30,12,23350.88
1,A,151315,1,2012-01-06,1,16567.69
1,A,151315,1,2012-01-13,1,16894.4
1,A,151315,1,2012-01-20,1,18365.1
1,A,151315,1,2012-01-27,1,18378.16
1,A,151315,1,2012-02-03,2,23510.49
1,A,151315,1,2012-02-10,2,36988.49
1,A,151315,1,2012-02-17,2,54060.1
1,A,151315,1,2012-02-24,2,20124.22
1,A,151315,1,2012-03-02,3,20113.03
1,A,151315,1,2012-03-09,3,21140.07
1,A,151315,1,2012-03-16,3,22366.88
1,A,151315,1,2012-03-23,3,22107.7
1,A,151315,1,2012-03-30,3,28952.86
1,A,151315,1,2012-04-06,4,57592.12
1,A,151315,1,2012-04-13,4,34684.21
1,A,151315,1,2012-04-20,4,16976.19
1,A,151315,1,2012-04-27,4,16347.6
1,A,151315,1,2012-05-04,5,17147.44
1,A,151315,1,2012-05-11,5,18164.2
1,A,151315,1,2012-05-18,5,18517.79
1,A,151315,1,2012-05-25,5,16963.55
1,A,151315,1,2012-06-01,6,16065.49
1,A,151315,1,2012-06-08,6,17666.0
1,A,151315,1,2012-06-15,6,17558.82
1,A,151315,1,2012-06-22,6,16633.41
1,A,151315,1,2012-06-29,6,15722.82
1,A,151315,1,2012-07-06,7,17823.37
1,A,151315,1,2012-07-13,7,16566.18
1,A,151315,1,2012-07-20,7,16348.06
1,A,151315,1,2012-07-27,7,15731.18
1,A,151315,1,2012-08-03,8,16628.31
1,A,151315,1,2012-08-10,8,16119.92
1,A,151315,1,2012-08-17,8,17330.7
1,A,151315,1,2012-08-24,8,16286.4
1,A,151315,1,2012-08-31,8,16680.24
1,A,151315,1,2012-09-07,9,18322.37
1,A,151315,1,2012-09-14,9,19616.22
1,A,151315,1,2012-09-21,9,19251.5
1,A,151315,1,2012-09-28,9,18947.81
1,A,151315,1,2012-10-05,10,21904.47
1,A,151315,1,2012-10-12,10,22764.01
1,A,151315,1,2012-10-19,10,24185.27
1,A,151315,1,2012-10-26,10,27390.81
1,A,151315,2,2010-02-05,2,50605.27
1,A,151315,2,2010-02-12,2,44682.74
1,A,151315,2,2010-02-19,2,47928.89
1,A,151315,2,2010-02-26,2,44292.87
1,A,151315,2,2010-03-05,3,48397.98
1,A,151315,2,2010-03-12,3,43751.94
1,A,151315,2,2010-03-19,3,43615.49
1,A,151315,2,2010-03-26,3,41892.55
1,A,151315,2,2010-04-02,4,47450.5
1,A,151315,2,2010-04-09,4,46549.73
1,A,151315,2,2010-04-16,4,45025.02
1,A,151315,2,2010-04-23,4,44418.11
1,A,151315,2,2010-04-30,4,45971.3
1,A,151315,2,2010-05-07,5,47903.01
1,A,151315,2,2010-05-14,5,43675.61
1,A,151315,2,2010-05-21,5,44319.15
1,A,151315,2,2010-05-28,5,44619.52
1,A,151315,2,2010-06-04,6,48754.47
1,A,151315,2,2010-06-11,6,47089.54
1,A,151315,2,2010-06-18,6,44428.71
1,A,151315,2,2010-06-25,6,45299.92
1,A,151315,2,2010-07-02,7,47077.72
1,A,151315,2,2010-07-09,7,46752.12
1,A,151315,2,2010-07-16,7,44339.2
1,A,151315,2,2010-07-23,7,44763.33
1,A,151315,2,2010-07-30,7,45833.77
1,A,151315,2,2010-08-06,8,50031.73
1,A,151315,2,2010-08-13,8,45475.69
1,A,151315,2,2010-08-20,8,49754.17
1,A,151315,2,2010-08-27,8,49623.53
1,A,151315,2,2010-09-03,9,49015.05
1,A,151315,2,2010-09-10,9,45182.5
1,A,151315,2,2010-09-17,9,44681.64
1,A,151315,2,2010-09-24,9,42477.49
1,A,151315,2,2010-10-01,10,45829.02
1,A,151315,2,2010-10-08,10,46387.54
1,A,151315,2,2010-10-15,10,43110.79
1,A,151315,2,2010-10-22,10,42371.48
1,A,151315,2,2010-10-29,10,44081.33
1,A,151315,2,2010-11-05,11,46381.43
1,A,151315,2,2010-11-12,11,43194.49
1,A,151315,2,2010-11-19,11,41443.25
1,A,151315,2,2010-11-26,11,45681.98
1,A,151315,2,2010-12-03,12,44405.02
1,A,151315,2,2010-12-10,12,46955.82
1,A,151315,2,2010-12-17,12,49303.28
1,A,151315,2,2010-12-24,12,59889.32
1,A,151315,2,2010-12-31,12,35819.83
1,A,151315,2,2011-01-07,1,43202.29
1,A,151315,2,2011-01-14,1,39857.4
1,A,151315,2,2011-01-21,1,41596.99
1,A,151315,2,2011-01-28,1,41651.01
1,A,151315,2,2011-02-04,2,46829.12
1,A,151315,2,2011-02-11,2,47595.35
1,A,151315,2,2011-02-18,2,49202.06
1,A,151315,2,2011-02-25,2,46165.25
1,A,151315,2,2011-03-04,3,53035.54
1,A,151315,2,2011-03-11,3,48465.72
1,A,151315,2,2011-03-18,3,45222.3
1,A,151315,2,2011-03-25,3,44293.54
1,A,151315,2,2011-04-01,4,46991.58
1,A,151315,2,2011-04-08,4,48501.79
1,A,151315,2,2011-04-15,4,44464.74
1,A,151315,2,2011-04-22,4,46544.56
1,A,151315,2,2011-04-29,4,43682.41
1,A,151315,2,2011-05-06,5,50139.92
1,A,151315,2,2011-05-13,5,44274.15
1,A,151315,2,2011-05-20,5,44302.11
1,A,151315,2,2011-05-27,5,45072.11
1,A,151315,2,2011-06-03,6,47844.27
1,A,151315,2,2011-06-10,6,46363.93
1,A,151315,2,2011-06-17,6,42939.63
1,A,151315,2,2011-06-24,6,42415.81
1,A,151315,2,2011-07-01,7,45247.74
1,A,151315,2,2011-07-08,7,44623.23
1,A,151315,2,2011-07-15,7,43260.96
1,A,151315,2,2011-07-22,7,45113.56
1,A,151315,2,2011-07-29,7,43191.02
1,A,151315,2,2011-08-05,8,49359.75
1,A,151315,2,2011-08-12,8,45341.92
1,A,151315,2,2011-08-19,8,46391.12
1,A,151315,2,2011-08-26,8,47659.93
1,A,151315,2,2011-09-02,9,49419.75
1,A,151315,2,2011-09-09,9,43315.85
1,A,151315,2,2011-09-16,9,42963.96
1,A,151315,2,2011-09-23,9,43390.94
1,A,151315,2,2011-09-30,9,46045.09
1,A,151315,2,2011-10-07,10,49880.69
1,A,151315,2,2011-10-14,10,43306.38
1,A,151315,2,2011-10-21,10,42487.67
1,A,151315,2,2011-10-28,10,41682.4
1,A,151315,2,2011-11-04,11,47313.62
1,A,151315,2,2011-11-11,11,44936.47
1,A,151315,2,2011-11-18,11,43997.78
1,A,151315,2,2011-11-25,11,44259.59
1,A,151315,2,2011-12-02,12,45928.14
1,A,151315,2,2011-12-09,12,49357.43
1,A,151315,2,2011-12-16,12,51137.42
1,A,151315,2,2011-12-23,12,65615.36
1,A,151315,2,2011-12-30,12,43539.94
1,A,151315,2,2012-01-06,1,44481.38
1,A,151315,2,2012-01-13,1,43353.09
1,A,151315,2,2012-01-20,1,43753.43
1,A,151315,2,2012-01-27,1,41556.23
1,A,151315,2,2012-02-03,2,54322.24
1,A,151315,2,2012-02-10,2,50581.06
1,A,151315,2,2012-02-17,2,46085.47
1,A,151315,2,2012-02-24,2,47080.12
1,A,151315,2,2012-03-02,3,52608.51
1,A,151315,2,2012-03-09,3,48563.69
1,A,151315,2,2012-03-16,3,47346.32
1,A,151315,2,2012-03-23,3,44796.03
1,A,151315,2,2012-03-30,3,46529.68
1,A,151315,2,2012-04-06,4,51805.88
1,A,151315,2,2012-04-13,4,43991.18
1,A,151315,2,2012-04-20,4,45561.85
1,A,151315,2,2012-04-27,4,45456.23
1,A,151315,2,2012-05-04,5,50501.3
1,A,151315,2,2012-05-11,5,46717.76
1,A,151315,2,2012-05-18,5,44411.23
1,A,151315,2,2012-05-25,5,45817.07
1,A,151315,2,2012-06-01,6,47425.29
1,A,151315,2,2012-06-08,6,49439.58
1,A,151315,2,2012-06-15,6,46637.48
1,A,151315,2,2012-06-22,6,46075.0
1,A,151315,2,2012-06-29,6,47629.14
1,A,151315,2,2012-07-06,7,49771.92
1,A,151315,2,2012-07-13,7,44411.95
1,A,151315,2,2012-07-20,7,45108.22
1,A,151315,2,2012-07-27,7,45008.22
1,A,151315,2,2012-08-03,8,49424.06
1,A,151315,2,2012-08-10,8,46729.91
1,A,151315,2,2012-08-17,8,46350.97
1,A,151315,2,2012-08-24,8,44972.52
1,A,151315,2,2012-08-31,8,50995.5
1,A,151315,2,2012-09-07,9,47344.5
1,A,151315,2,2012-09-14,9,44493.61
1,A,151315,2,2012-09-21,9,43541.07
1,A,151315,2,2012-09-28,9,45784.76
1,A,151315,2,2012-10-05,10,48577.08
1,A,151315,2,2012-10-12,10,42112.67
1,A,151315,2,2012-10-19,10,42354.72
1,A,151315,2,2012-10-26,10,43134.88
1,A,151315,3,2010-02-05,2,13740.12
1,A,151315,3,2010-02-12,2,10887.84
1,A,151315,3,2010-02-19,2,11523.47
1,A,151315,3,2010-02-26,2,11135.17
1,A,151315,3,2010-03-05,3,12275.58
1,A,151315,3,2010-03-12,3,10123.45
1,A,151315,3,2010-03-19,3,9001.37
1,A,151315,3,2010-03-26,3,10366.85
1,A,151315,3,2010-04-02,4,11157.08
1,A,151315,3,2010-04-09,4,10179.29
1,A,151315,3,2010-04-16,4,9226.8
1,A,151315,3,2010-04-23,4,8868.93
1,A,151315,3,2010-04-30,4,9337.44
1,A,151315,3,2010-05-07,5,9372.8
1,A,151315,3,2010-05-14,5,7919.86
1,A,151315,3,2010-05-21,5,7813.91
1,A,151315,3,2010-05-28,5,8412.69
1,A,151315,3,2010-06-04,6,8001.41
1,A,151315,3,2010-06-11,6,7742.75
1,A,151315,3,2010-06-18,6,8201.06
1,A,151315,3,2010-06-25,6,6591.22
1,A,151315,3,2010-07-02,7,7857.88
1,A,151315,3,2010-07-09,7,8112.67
1,A,151315,3,2010-07-16,7,13751.3
1,A,151315,3,2010-07-23,7,16930.62
1,A,151315,3,2010-07-30,7,20915.95
1,A,151315,3,2010-08-06,8,26719.02
1,A,151315,3,2010-08-13,8,30640.54
1,A,151315,3,2010-08-20,8,41101.93
1,A,151315,3,2010-08-27,8,51159.17
1,A,151315,3,2010-09-03,9,19081.8
1,A,151315,3,2010-09-10,9,12134.69
1,A,151315,3,2010-09-17,9,10722.46
1,A,151315,3,2010-09-24,9,8097.92
1,A,151315,3,2010-10-01,10,9775.17
1,A,151315,3,2010-10-08,10,10081.8
1,A,151315,3,2010-10-15,10,9735.73
1,A,151315,3,2010-10-22,10,8614.41
1,A,151315,3,2010-10-29,10,9283.09
1,A,151315,3,2010-11-05,11,9825.22
1,A,151315,3,2010-11-12,11,9146.77
1,A,151315,3,2010-11-19,11,9202.11
1,A,151315,3,2010-11-26,11,10706.81
1,A,151315,3,2010-12-03,12,10856.85
1,A,151315,3,2010-12-10,12,11219.78
1,A,151315,3,2010-12-17,12,11986.84
1,A,151315,3,2010-12-24,12,12080.36
1,A,151315,3,2010-12-31,12,8266.14
1,A,151315,3,2011-01-07,1,15808.15
1,A,151315,3,2011-01-14,1,13275.87
1,A,151315,3,2011-01-21,1,12532.94
1,A,151315,3,2011-01-28,1,11983.34
1,A,151315,3,2011-02-04,2,11012.52
1,A,151315,3,2011-02-11,2,11428.25
1,A,151315,3,2011-02-18,2,11724.98
1,A,151315,3,2011-02-25,2,10473.78
1,A,151315,3,2011-03-04,3,11039.12
1,A,151315,3,2011-03-11,3,10689.97
1,A,151315,3,2011-03-18,3,8148.69
1,A,151315,3,2011-03-25,3,9049.02
1,A,151315,3,2011-04-01,4,8734.19
1,A,151315,3,2011-04-08,4,10417.33
1,A,151315,3,2011-04-15,4,8212.97
1,A,151315,3,2011-04-22,4,8468.72
1,A,151315,3,2011-04-29,4,8653.62
1,A,151315,3,2011-05-06,5,10420.92
1,A,151315,3,2011-05-13,5,8732.46
1,A,151315,3,2011-05-20,5,7939.01
1,A,151315,3,2011-05-27,5,8120.7
1,A,151315,3,2011-06-03,6,8853.89
1,A,151315,3,2011-06-10,6,7508.71
1,A,151315,3,2011-06-17,6,7658.75
1,A,151315,3,2011-06-24,6,6165.73
1,A,151315,3,2011-07-01,7,8070.64
1,A,151315,3,2011-07-08,7,7366.5
1,A,151315,3,2011-07-15,7,11578.11
1,A,151315,3,2011-07-22,7,16069.5
1,A,151315,3,2011-07-29,7,21331.51
1,A,151315,3,2011-08-05,8,31248.98
1,A,151315,3,2011-08-12,8,32148.93
1,A,151315,3,2011-08-19,8,41603.11
1,A,151315,3,2011-08-26,8,49775.52
1,A,151315,3,2011-09-02,9,19604.47
1,A,151315,3,2011-09-09,9,12778.28
1,A,151315,3,2011-09-16,9,10412.88
1,A,151315,3,2011-09-23,9,9755.56
1,A,151315,3,2011-09-30,9,10434.83
1,A,151315,3,2011-10-07,10,9977.96
1,A,151315,3,2011-10-14,10,9870.22
1,A,151315,3,2011-10-21,10,10136.78
1,A,151315,3,2011-10-28,10,9421.2
1,A,151315,3,2011-11-04,11,9189.2
1,A,151315,3,2011-11-11,11,9959.64
1,A,151315,3,2011-11-18,11,10104.36
1,A,151315,3,2011-11-25,11,9317.56
1,A,151315,3,2011-12-02,12,10146.54
1,A,151315,3,2011-12-09,12,12955.55
1,A,151315,3,2011-12-16,12,13180.05
1,A,151315,3,2011-12-23,12,13667.88
1,A,151315,3,2011-12-30,12,8848.44
1,A,151315,3,2012-01-06,1,13926.04
1,A,151315,3,2012-01-13,1,13822.49
1,A,151315,3,2012-01-20,1,11702.08
1,A,151315,3,2012-01-27,1,10613.17
1,A,151315,3,2012-02-03,2,12485.78
1,A,151315,3,2012-02-10,2,12388.85
1,A,151315,3,2012-02-17,2,10237.78
1,A,151315,3,2012-02-24,2,10502.4
1,A,151315,3,2012-03-02,3,11387.31
1,A,151315,3,2012-03-09,3,11925.71
1,A,151315,3,2012-03-16,3,8845.73
1,A,151315,3,2012-03-23,3,7910.22
1,A,151315,3,2012-03-30,3,9129.23
1,A,151315,3,2012-04-06,4,9335.24
1,A,151315,3,2012-04-13,4,7927.73
1,A,151315,3,2012-04-20,4,8647.36
1,A,151315,3,2012-04-27,4,8635.62
1,A,151315,3,2012-05-04,5,10655.35
1,A,151315,3,2012-05-11,5,10342.72
1,A,151315,3,2012-05-18,5,8609.82
1,A,151315,3,2012-05-25,5,8345.33
1,A,151315,3,2012-06-01,6,7175.77
1,A,151315,3,2012-06-08,6,8614.64
1,A,151315,3,2012-06-15,6,8016.26
1,A,151315,3,2012-06-22,6,7301.41
1,A,151315,3,2012-06-29,6,7577.59
1,A,151315,3,2012-07-06,7,8473.71
1,A,151315,3,2012-07-13,7,13126.15
1,A,151315,3,2012-07-20,7,20126.95
1,A,151315,3,2012-07-27,7,22716.7
1,A,151315,3,2012-08-03,8,30331.69
1,A,151315,3,2012-08-10,8,28257.3
1,A,151315,3,2012-08-17,8,31905.97
1,A,151315,3,2012-08-24,8,43712.78
1,A,151315,3,2012-08-31,8,50701.3
1,A,151315,3,2012-09-07,9,18368.51
1,A,151315,3,2012-09-14,9,14288.22
1,A,151315,3,2012-09-21,9,13403.63
1,A,151315,3,2012-09-28,9,13085.95
1,A,151315,3,2012-10-05,10,11676.98
1,A,151315,3,2012-10-12,10,10487.17
1,A,151315,3,2012-10-19,10,8548.87
1,A,151315,3,2012-10-26,10,9350.9
1,A,151315,4,2010-02-05,2,39954.04
1,A,151315,4,2010-02-12,2,35351.21
1,A,151315,4,2010-02-19,2,36826.95
1,A,151315,4,2010-02-26,2,34660.16
1,A,151315,4,2010-03-05,3,38086.19
1,A,151315,4,2010-03-12,3,32668.67
1,A,151315,4,2010-03-19,3,34118.11
1,A,151315,4,2010-03-26,3,33872.07
1,A,151315,4,2010-04-02,4,37809.49
1,A,151315,4,2010-04-09,4,36174.43
1,A,151315,4,2010-04-16,4,34740.19
1,A,151315,4,2010-04-23,4,33806.71
1,A,151315,4,2010-04-30,4,33437.8
1,A,151315,4,2010-05-07,5,37168.34
1,A,151315,4,2010-05-14,5,33657.7
1,A,151315,4,2010-05-21,5,35571.47
1,A,151315,4,2010-05-28,5,36380.36
1,A,151315,4,2010-06-04,6,40548.19
1,A,151315,4,2010-06-11,6,36579.96
1,A,151315,4,2010-06-18,6,35059.52
1,A,151315,4,2010-06-25,6,34454.69
1,A,151315,4,2010-07-02,7,39773.71
1,A,151315,4,2010-07-09,7,39781.45
1,A,151315,4,2010-07-16,7,35234.66
1,A,151315,4,2010-07-23,7,36624.71
1,A,151315,4,2010-07-30,7,36419.68
1,A,151315,4,2010-08-06,8,40973.88
1,A,151315,4,2010-08-13,8,36461.66
1,A,151315,4,2010-08-20,8,39706.1
1,A,151315,4,2010-08-27,8,36404.6
1,A,151315,4,2010-09-03,9,38321.88
1,A,151315,4,2010-09-10,9,36603.78
1,A,151315,4,2010-09-17,9,33999.01
1,A,151315,4,2010-09-24,9,32497.43
1,A,151315,4,2010-10-01,10,34912.45
1,A,151315,4,2010-10-08,10,35772.82
1,A,151315,4,2010-10-15,10,34693.27
1,A,151315,4,2010-10-22,10,32902.26
1,A,151315,4,2010-10-29,10,35202.44
1,A,151315,4,2010-11-05,11,37980.55
1,A,151315,4,2010-11-12,11,35008.03
1,A,151315,4,2010-11-19,11,37078.61
1,A,151315,4,2010-11-26,11,46201.27
1,A,151315,4,2010-12-03,12,37110.55
1,A,151315,4,2010-12-10,12,36364.31
1,A,151315,4,2010-12-17,12,39154.41
1,A,151315,4,2010-12-24,12,47893.23
1,A,151315,4,2010-12-31,12,36913.8
1,A,151315,4,2011-01-07,1,37947.8
1,A,151315,4,2011-01-14,1,34393.95
1,A,151315,4,2011-01-21,1,33735.58
1,A,151315,4,2011-01-28,1,32905.88
1,A,151315,4,2011-02-04,2,35870.49
1,A,151315,4,2011-02-11,2,37373.33
1,A,151315,4,2011-02-18,2,36479.25
1,A,151315,4,2011-02-25,2,33677.18
1,A,151315,4,2011-03-04,3,37943.96
1,A,151315,4,2011-03-11,3,35229.12
1,A,151315,4,2011-03-18,3,34863.03
1,A,151315,4,2011-03-25,3,34813.12
1,A,151315,4,2011-04-01,4,34451.9
1,A,151315,4,2011-04-08,4,36514.43
1,A,151315,4,2011-04-15,4,33466.89
1,A,151315,4,2011-04-22,4,35132.7
1,A,151315,4,2011-04-29,4,34528.56
1,A,151315,4,2011-05-06,5,37827.69
1,A,151315,4,2011-05-13,5,33471.81
1,A,151315,4,2011-05-20,5,34137.41
1,A,151315,4,2011-05-27,5,36790.72
1,A,151315,4,2011-06-03,6,42508.02
1,A,151315,4,2011-06-10,6,35376.06
1,A,151315,4,2011-06-17,6,35523.17
1,A,151315,4,2011-06-24,6,35062.02
1,A,151315,4,2011-07-01,7,36451.71
1,A,151315,4,2011-07-08,7,39149.99
1,A,151315,4,2011-07-15,7,33930.8
1,A,151315,4,2011-07-22,7,34630.02
1,A,151315,4,2011-07-29,7,35555.5
1,A,151315,4,2011-08-05,8,39339.09
1,A,151315,4,2011-08-12,8,37449.94
1,A,151315,4,2011-08-19,8,39148.87
1,A,151315,4,2011-08-26,8,37495.2
1,A,151315,4,2011-09-02,9,36589.07
1,A,151315,4,2011-09-09,9,35105.96
1,A,151315,4,2011-09-16,9,34108.12
1,A,151315,4,2011-09-23,9,32655.07
1,A,151315,4,2011-09-30,9,32830.81
1,A,151315,4,2011-10-07,10,37397.63
1,A,151315,4,2011-10-14,10,35000.3
1,A,151315,4,2011-10-21,10,33954.55
1,A,151315,4,2011-10-28,10,34247.26
1,A,151315,4,2011-11-04,11,39354.84
1,A,151315,4,2011-11-11,11,36826.52
1,A,151315,4,2011-11-18,11,37656.58
1,A,151315,4,2011-11-25,11,46564.14
1,A,151315,4,2011-12-02,12,38489.63
1,A,151315,4,2011-12-09,12,38729.31
1,A,151315,4,2011-12-16,12,38266.47
1,A,151315,4,2011-12-23,12,47785.93
1,A,151315,4,2011-12-30,12,37371.22
1,A,151315,4,2012-01-06,1,40925.76
1,A,151315,4,2012-01-13,1,36582.36
1,A,151315,4,2012-01-20,1,33780.2
1,A,151315,4,2012-01-27,1,33613.91
1,A,151315,4,2012-02-03,2,40274.83
1,A,151315,4,2012-02-10,2,39305.13
1,A,151315,4,2012-02-17,2,36550.46
1,A,151315,4,2012-02-24,2,34953.85
1,A,151315,4,2012-03-02,3,38459.98
1,A,151315,4,2012-03-09,3,38934.77
1,A,151315,4,2012-03-16,3,38125.32
1,A,151315,4,2012-03-23,3,36586.52
1,A,151315,4,2012-03-30,3,37718.51
1,A,151315,4,2012-04-06,4,42060.21
1,A,151315,4,2012-04-13,4,37449.26
1,A,151315,4,2012-04-20,4,36350.03
1,A,151315,4,2012-04-27,4,36894.54
1,A,151315,4,2012-05-04,5,41897.55
1,A,151315,4,2012-05-11,5,35840.06
1,A,151315,4,2012-05-18,5,34536.29
1,A,151315,4,2012-05-25,5,38270.34
1,A,151315,4,2012-06-01,6,41566.55
1,A,151315,4,2012-06-08,6,41124.27
1,A,151315,4,2012-06-15,6,39019.74
1,A,151315,4,2012-06-22,6,37400.31
1,A,151315,4,2012-06-29,6,39758.77
1,A,151315,4,2012-07-06,7,44936.96
1,A,151315,4,2012-07-13,7,38073.91
1,A,151315,4,2012-07-20,7,38080.05
1,A,151315,4,2012-07-27,7,35197.59
1,A,151315,4,2012-08-03,8,41305.39
1,A,151315,4,2012-08-10,8,40343.83
1,A,151315,4,2012-08-17,8,38105.9
1,A,151315,4,2012-08-24,8,36674.67
1,A,151315,4,2012-08-31,8,37802.97
1,A,151315,4,2012-09-07,9,39549.27
1,A,151315,4,2012-09-14,9,35044.06
1,A,151315,4,2012-09-21,9,34507.34
1,A,151315,4,2012-09-28,9,34647.33
1,A,151315,4,2012-10-05,10,39311.93
1,A,151315,4,2012-10-12,10,35446.18
1,A,151315,4,2012-10-19,10,35549.19
1,A,151315,4,2012-10-26,10,36292.6
1,A,151315,5,2010-02-05,2,32229.38
1,A,151315,5,2010-02-12,2,29620.81
1,A,151315,5,2010-02-19,2,26468.27
1,A,151315,5,2010-02-26,2,24101.89
1,A,151315,5,2010-03-05,3,23082.14
1,A,151315,5,2010-03-12,3,21498.92
1,A,151315,5,2010-03-19,3,22632.57
1,A,151315,5,2010-03-26,3,38971.89
1,A,151315,5,2010-04-02,4,29967.92
1,A,151315,5,2010-04-09,4,18516.45
1,A,151315,5,2010-04-16,4,11570.27
1,A,151315,5,2010-04-23,4,24763.98
1,A,151315,5,2010-04-30,4,22006.41
1,A,151315,5,2010-05-07,5,19260.44
1,A,151315,5,2010-05-14,5,16891.66
1,A,151315,5,2010-05-21,5,16157.17
1,A,151315,5,2010-05-28,5,15784.6
1,A,151315,5,2010-06-04,6,22932.26
1,A,151315,5,2010-06-11,6,21817.36
1,A,151315,5,2010-06-18,6,19778.44
1,A,151315,5,2010-06-25,6,19054.58
1,A,151315,5,2010-07-02,7,18887.71
1,A,151315,5,2010-07-09,7,20249.54
1,A,151315,5,2010-07-16,7,17918.22
1,A,151315,5,2010-07-23,7,17313.46
1,A,151315,5,2010-07-30,7,16472.48
1,A,151315,5,2010-08-06,8,16926.17
1,A,151315,5,2010-08-13,8,15544.62
1,A,151315,5,2010-08-20,8,15412.44
1,A,151315,5,2010-08-27,8,13570.32
1,A,151315,5,2010-09-03,9,15390.52
1,A,151315,5,2010-09-10,9,17776.56
1,A,151315,5,2010-09-17,9,15862.61
1,A,151315,5,2010-09-24,9,17039.38
