3346,3364,FS-1425915,FED,FS-FIRESTAT,FS,USIDSCF,"Salmon-Challis National Forest",0413,"Salmon-Challis National Forest",21,0730,BES3,"STODDARD CREEK POINT",ID-SCF-5388,"Stoddard Creek Point",ID4523011471220050806,"STODDARD CREEK POINT",,2005,2453588.5,218,1646,1.0,Lightning,2453669.5,299,1650,4004.0,F,45.24861111,-114.72277778,5.0,USFS,ID,49,049,Idaho,""
3403,3421,FS-1425995,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0105,"Clearwater National Forest",39,0622,B5QV,"BIG SANDS",ID-CWF-000039,"Big Sands",ID4633811457920050808,"BIG SANDS WFU","POWELL WFU COMPLEX",2005,2453598.5,228,1415,1.0,Lightning,2453650.5,280,1500,2398.0,F,46.3425,-114.58777778,5.0,USFS,ID,49,049,Idaho,""
3436,3454,FS-1426052,FED,FS-FIRESTAT,FS,USMNSUF,"Superior National Forest",0909,"Superior National Forest",31,GUN-4,B3DU,"ALPINE LAKE",MN-SUF-000249,"Alpine Lake Fire",MN4814109095120050730,"ALPINE LAKE",,2005,2453588.5,218,1245,1.0,Lightning,2453590.5,220,0800,1335.0,F,48.14,-90.96777778,5.0,USFS,MN,31,031,Cook,""
3583,3601,FS-1426332,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",96,06-28,B35G,"RUNNING LAKE",ID-NPF-000096,"Running Complex",ID4593311501420050808,"RUNNING COMPLEX (RUNNING LAKE)","RUNNING COMPLEX",2005,2453592.5,222,1600,1.0,Lightning,2453643.5,273,1500,7404.0,G,45.92333333,-115.025,5.0,USFS,ID,49,049,Idaho,""
3587,3605,FS-1426338,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",22,09,B3L5,"CEDAR BAREFOOT",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4589311464820050728,"CEDAR BAREFOOT","SELWAY-SALMON WFU COMPLEX",2005,2453580.5,210,1325,1.0,Lightning,2453669.5,299,1305,1777.5,F,45.88083333,-114.63972222,5.0,USFS,ID,49,049,Idaho,""
3598,3616,FS-1426356,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",62,029,B3L5,"LODGEPOLE HUMP",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4662611497320050730,"LODGEPOLE HUMP","SELWAY-SALMON WFU COMPLEX",2005,2453581.5,211,1645,1.0,Lightning,2453674.5,304,0909,1981.5,F,46.69611111,-114.90138889,5.0,USFS,ID,49,049,Idaho,""
3616,3634,FS-1426381,FED,FS-FIRESTAT,FS,USUTDIF,"Dixie National Forest",0407,"Dixie National Forest",51,18,B1A7,"MILL CREEK",UT-CCD-000451,"Mill Creek",UT3718911354420050721,"DAMMERON COMPLEX (MILL CREEK)","DAMMERON COMPLEX",2005,2453571.5,201,2339,1.0,Lightning,2453573.5,203,2300,7892.0,G,37.17388889,-113.53833333,14.0,"MISSING/NOT SPECIFIED",UT,53,053,Washington,""
3702,3720,FS-1426519,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",125,30,B35G,BOXCAR,ID-NPF-000096,"Running Complex",ID4595611496020050810,BOXCAR,"RUNNING COMPLEX",2005,2453601.5,231,1621,1.0,Lightning,2453622.5,252,1400,1818.0,F,45.92777778,-114.95833333,5.0,USFS,ID,49,049,Idaho,""
3752,3771,FS-1426595,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",35,014,B3L5,"BEAVER JACK",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4572311470820050801,"SELWAY-SALMON COMPLEX (BEAVERJACK)","SELWAY-SALMON WFU COMPLEX",2005,2453583.5,213,1900,1.0,Lightning,2453674.5,304,0900,7244.4,G,45.73027778,-114.70666667,5.0,USFS,ID,49,049,Idaho,""
3763,3782,FS-1426614,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",105,08-39,B45F,BURNT,ID-NPF-000105,Burnt,ID4570211495320050808,"BURNT STRIP MOUNTAIN","RED RIVER COMPLEX",2005,2453595.5,225,1428,1.0,Lightning,2453671.5,301,0800,4530.0,F,45.7,-115.01,5.0,USFS,ID,49,049,Idaho,""
3775,3794,FS-1426628,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",60,04-10,B3TA,"CHINA TEN",ID-NPF-000060,"China Ten",ID4591611576520050808,"CHINA TEN","CLEAR RED COMPLEX",2005,2453591.5,221,1435,1.0,Lightning,2453626.5,256,1800,1859.0,F,45.93222222,-115.78583333,5.0,USFS,ID,49,049,Idaho,""
3852,3871,FS-1426780,FED,FS-FIRESTAT,FS,USCATNF,"Tahoe National Forest",0517,"Tahoe National Forest",38,13,B41Y,HARDING,CA-TNF-001215,HARDING,CA3963512032120050824,HARDING,,2005,2453606.5,236,1458,9.0,Miscellaneous,2453622.5,252,1300,2270.0,F,39.61222222,-120.35166667,5.0,USFS,CA,,,,""
3857,3876,FS-1426795,FED,FS-FIRESTAT,FS,USMTFNF,"Flathead National Forest",0110,"Flathead National Forest",23,011,83E2,"KELLY POINT",MT-FNF-000023,"Kelly Point",MT4773511333620050806,"KELLY POINT",,2005,2453588.5,218,1400,4.0,Campfire,2453595.5,225,1600,3875.0,F,47.73305556,-113.37555556,5.0,USFS,MT,29,029,Flathead,""
3868,3887,FS-1426809,FED,FS-FIRESTAT,FS,USORUMF,"Umatilla National Forest",0614,"Umatilla National Forest",19,403-130,B3CQ,SCHOOL,OR-UMF-130,"School Fire",WA4628511761620050805,SCHOOL,,2005,2453587.5,217,1520,9.0,Miscellaneous,2453644.5,274,0800,52000.0,G,46.23444444,-117.68055556,13.0,"STATE OR PRIVATE",WA,13,013,Columbia,""
3892,3911,FS-1426846,FED,FS-FIRESTAT,FS,USNVHTF,"Humboldt-Toiyabe National Forest",0409,"Humboldt National Forest",5,EIC05-1131,B65L,HASTINGS,NV-NNS-001131,Hastings,NV4027811563620050923,HASTINGS,,2005,2453636.5,266,1702,1.0,Lightning,2453636.5,266,2330,1180.3,F,40.28638889,-115.61611111,14.0,"MISSING/NOT SPECIFIED",NV,7,007,Elko,""
3990,4010,FS-1427008,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",11,06-07,B3C4,"ELK CREEK",ID-NPF-000011,"Elk Complex WFU",ID4598211487220050731,"ELK COMPLEX WFU (ELK CREEK)","ELK COMPLEX WFU",2005,2453582.5,212,1612,1.0,Lightning,2453673.5,303,1400,1335.0,F,45.97472222,-114.88583333,5.0,USFS,ID,49,049,Idaho,""
4015,4035,FS-1427047,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0117,"Nezperce National Forest",29,06-13,B3C4,PENNY,ID-NPF-000011,"Elk Complex WFU",ID4601511486020050801,"ELK COMPLEX WFU (PENNY)","ELK COMPLEX WFU",2005,2453584.5,214,1527,1.0,Lightning,2453673.5,303,1400,1067.0,F,46.02055556,-114.86555556,5.0,USFS,ID,49,049,Idaho,""
4158,4178,FS-1427244,FED,FS-FIRESTAT,FS,USIDSCF,"Salmon-Challis National Forest",0413,"Salmon-Challis National Forest",89,0718,B5H4,"NINE SHOT",ID-SCF-5603,"NINE SHOT",ID4510011468620050826,"NINE SHOT WFU",,2005,2453608.5,238,1043,1.0,Lightning,2453674.5,304,1059,20400.0,G,45.09055556,-114.70361111,5.0,USFS,ID,59,059,Lemhi,""
4160,4180,FS-1427249,FED,FS-FIRESTAT,FS,USIDSCF,"Salmon-Challis National Forest",0413,"Salmon-Challis National Forest",95,0750,B3L5,"REYNOLDS LAKE",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4553311458620050807,"SELWAY-SALMON COMPLEX (REYNOLDS LAKE)","SELWAY-SALMON WFU COMPLEX",2005,2453589.5,219,1332,1.0,Lightning,2453674.5,304,0959,4010.0,F,45.5325,-114.58722222,5.0,USFS,ID,59,059,Lemhi,""
4178,4198,FS-1427272,FED,FS-FIRESTAT,FS,USIDSCF,"Salmon-Challis National Forest",0413,"Salmon-Challis National Forest",79,0733,BES3,MUSTANG,ID-SCF-,Mustang,ID4541811461220050807,"MUSTANG WFU",,2005,2453590.5,220,1718,1.0,Lightning,2453674.5,304,0959,1040.0,F,45.42527778,-114.61638889,5.0,USFS,ID,59,059,Lemhi,""
4210,4231,FS-1427329,FED,FS-FIRESTAT,FS,USIDNCF,"Nez Perce - Clearwater National Forests",0105,"Clearwater National Forest",13,0303,B25D,"BLACK CANYON FACE",ID-CWF-050314,"Long Black Complex",ID4680211520020050801,"LONG BLACK COMPLEX (BLACK CANYON)","LONG BLACK COMPLEX",2005,2453584.5,214,1000,1.0,Lightning,2453663.5,293,1500,2000.0,F,46.80027778,-115.21,5.0,USFS,ID,35,035,Clearwater,""
4332,4354,FS-1427504,FED,FS-FIRESTAT,FS,USKYDBF,"Daniel Boone National Forest",0802,"Daniel Boone National Forest",67,067,B85T,"CAP KNOB",KY-DBF-050123,"CAP KNOB",TN3658308424920051112,"CAP KNOB",,2005,2453686.5,316,1900,7.0,Arson,2453688.5,318,1730,1555.0,F,36.61222222,-84.24305556,14.0,"MISSING/NOT SPECIFIED",KY,147,147,McCreary,""
4334,4356,FS-1427506,FED,FS-FIRESTAT,FS,USNVHTF,"Humboldt-Toiyabe National Forest",0409,"Humboldt National Forest",8,win05-1573,B5GH,"NORTH ROAD",NV-WID-1573,"NORTH ROAD",NV4195211754620050829,"NORTH ROAD",,2005,2453611.5,241,1338,5.0,"Debris Burning",2453613.5,243,2100,12855.0,G,41.99555556,-117.63888889,14.0,"MISSING/NOT SPECIFIED",NV,13,013,Humboldt,""
4401,4423,FS-1427596,FED,FS-FIRESTAT,FS,USIDBOF,"Boise National Forest",0402,"Boise National Forest",99,99,B5SM,GREGORY,ID-BOF-000139,GREGORY,ID4381811588520050903,GREGORY,,2005,2453616.5,246,1311,2.0,"Equipment Use",2453623.5,253,1600,1132.0,F,43.82055556,-115.89555556,5.0,USFS,ID,15,015,Boise,""
4491,4513,FS-1427735,FED,FS-FIRESTAT,FS,USCOSJF,"San Juan National Forest",0213,"San Juan National Forest",54,"IAR 036",BX3C,"RIO BLANCO WFU",CO-SJF-036,"Rio Blanco WFU",CO3715210689620050622,"RIO BLANCO WFU",,2005,2453544.5,174,1200,1.0,Lightning,2453619.5,249,1200,1182.0,F,37.15583333,-106.88444444,5.0,USFS,CO,7,007,Archuleta,""
4523,4545,FS-1427790,FED,FS-FIRESTAT,FS,USCAKNF,"Klamath National Forest",0505,"Klamath National Forest",62,16,B6Z0,WOOLEY,CA-KNF-004452,WOOLEY,CA4148912327020050920,WOOLEY,,2005,2453634.5,264,1745,9.0,Miscellaneous,2453634.5,264,1900,3225.0,F,41.49972222,-123.27638889,5.0,USFS,CA,,,,""
4556,4578,FS-1427855,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",38,017,B3L5,"LOWER BURN CREEK",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4561611465920050801,"LOWER BURN CREEK","SELWAY-SALMON WFU COMPLEX",2005,2453583.5,213,1930,1.0,Lightning,2453674.5,304,0900,1086.0,F,45.59916667,-114.6825,5.0,USFS,ID,49,049,Idaho,""
4606,4628,FS-1427939,FED,FS-FIRESTAT,FS,USNMGNF,"Gila National Forest",0306,"Gila National Forest",35,9,BU9E,JOHNSON,NM-GNF-035,"Johnson WFU",NM3402310883520050612,"JOHNSON WFU","NORTH GILA COMPLEX",2005,2453533.5,163,1300,1.0,Lightning,2453611.5,241,0759,11611.0,G,34.04666667,-108.87944444,5.0,USFS,NM,3,003,Catron,""
4696,4718,FS-1428076,FED,FS-FIRESTAT,FS,USIDPAF,"Payette National Forest",0412,"Payette National Forest",803,7,B3ML,"BEAR CREEK WFU",ID-PAF-005045,"FRANK CHURCH",ID4543911498720050801,"FRANK CHURCH WFU (BEAR CREEK)","FRANK CHURCH WFU COMPLEX 2005",2005,2453584.5,214,1117,1.0,Lightning,2453678.5,308,1355,5722.0,G,45.45583333,-114.9775,5.0,USFS,ID,49,049,Idaho,""
4711,4733,FS-1428113,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",79,044,B3L5,"STRIPE CREEK",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4550011471520050801,"STRIPE CREEK","SELWAY-SALMON WFU COMPLEX",2005,2453589.5,219,2020,1.0,Lightning,2453674.5,304,0900,4278.7,F,45.515,-114.76194444,5.0,USFS,ID,49,049,Idaho,""
4740,4762,FS-1428148,FED,FS-FIRESTAT,FS,USAZKNF,"Kaibab National Forest",0307,"Kaibab National Forest",27,11,BES1,MUDERSBACH,AZ-KNF-107,"Mudersbach WFU",AZ3584711192920050623,"MUDERSBACH WFU",,2005,2453545.5,175,0759,1.0,Lightning,2453618.5,248,1700,7260.0,G,35.86611111,-111.92527778,5.0,USFS,AZ,5,005,Coconino,""
4759,4781,FS-1428173,FED,FS-FIRESTAT,FS,USAZKNF,"Kaibab National Forest",0307,"Kaibab National Forest",37,013,BES1,NORTH,AZ-KNF-131,"North-Skinner WFU",AZ3590411195920050626,"NORTH-SKINNER WFU","NORTH-SKINNER WFU COMPLEX",2005,2453548.5,178,1336,1.0,Lightning,2453618.5,248,1700,1315.0,F,35.90416667,-111.9675,5.0,USFS,AZ,5,005,Coconino,""
4821,4843,FS-1428306,FED,FS-FIRESTAT,FS,USAZCNF,"Coronado National Forest",0305,"Coronado National Forest",61,9,BY9D,FLORIDA,AZ-CNF-000147,FLORIDA,AZ3172411083220050707,FLORIDA,,2005,2453558.5,188,1500,1.0,Lightning,2453575.5,205,1800,23183.0,G,31.42277778,-111.33,5.0,USFS,AZ,23,023,"Santa Cruz",""
4839,4861,FS-1428337,FED,FS-FIRESTAT,FS,USIDSTF,"Sawtooth National Forest",0414,"Sawtooth National Forest",25,D4-16,B5SW,"VALLEY ROAD",ID-STF-PNB5SW,"Valley Road",ID4408611472820050903,"VALLEY ROAD",,2005,2453616.5,246,1506,5.0,"Debris Burning",2453641.5,271,1800,40483.0,G,43.99277778,-114.78611111,14.0,"MISSING/NOT SPECIFIED",ID,13,013,Blaine,""
4920,4942,FS-1428474,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",94,052,B3L5,"BURNT STRIP MOUNTAIN",MT-BRF-000135,"Selway-Salmon WFU Complex",ID4570211495320050808,"BURNT STRIP MOUNTAIN","SELWAY-SALMON WFU COMPLEX",2005,2453591.5,221,0805,1.0,Lightning,2453669.5,299,1300,8580.0,G,45.70416667,-114.99861111,5.0,USFS,ID,,,,""
4923,4945,FS-1428480,FED,FS-FIRESTAT,FS,USCASQF,"Sequoia National Forest",0513,"Sequoia National Forest",31,09,BE0P,CRAG,CA-SQF-2156,CRAG,CA3610811818320050724,"CRAG WFU",,2005,2453575.5,205,1451,1.0,Lightning,2453658.5,288,1600,1185.0,F,35.09333333,-118.20555556,5.0,USFS,CA,,,,""
5009,5032,FS-1428642,FED,FS-FIRESTAT,FS,USNMGNF,"Gila National Forest",0306,"Gila National Forest",19,01,BS74,BULL,NM-GNF-019,Bull,NM3341310817620050528,"BLACK RANGE COMPLEX WFU","BLACK RANGE COMPLEX",2005,2453519.5,149,1915,1.0,Lightning,2453658.5,288,1800,77000.0,G,33.39472222,-108.28972222,5.0,USFS,NM,3,003,Catron,""
5017,5040,FS-1428650,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",100,020,B3S6,"SIGNAL ROCK",MT-BRF-005142,"Signal Rock",MT4615011375520050809,"SIGNAL ROCK",,2005,2453591.5,221,1805,1.0,Lightning,2453682.5,312,1015,13327.0,G,46.14833333,-113.79583333,5.0,USFS,MT,81,081,Ravalli,""
5020,5043,FS-1428656,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",107,022,B3VA,"CB RANCH MUTUAL AID",MT-BRF-005112,"CB Ranch Mutual Aid",MT4603911414420050809,"CB RANCH MUTUAL AID",,2005,2453591.5,221,2300,1.0,Lightning,2453650.5,280,0930,1708.0,F,46.04333333,-114.15194444,5.0,USFS,MT,81,081,Ravalli,""
5033,5056,FS-1428675,FED,FS-FIRESTAT,FS,USMTBRF,"Bitterroot National Forest",0103,"Bitterroot National Forest",41,09,B25X,"ROCK IN",MT-BRF-005069,"ROCKIN COMPLEX",MT4604311441220050803,ROCKIN,"ROCKIN COMPLEX",2005,2453585.5,215,1605,1.0,Lightning,2453612.5,242,0815,6869.0,G,46.05361111,-114.40472222,5.0,USFS,MT,81,081,Ravalli,""
5065,5088,FS-1428733,FED,FS-FIRESTAT,FS,USNMGNF,"Gila National Forest",0306,"Gila National Forest",199,49,EBY1,MOUNTAIN,NM-GNF-199,MOUNTAIN,NM3365310869120050820,MOUNTAIN,,2005,2453609.5,239,1530,1.0,Lightning,2453660.5,290,0800,1400.0,F,33.65166667,-108.70416667,5.0,USFS,NM,3,003,Catron,""
5083,5106,FS-1428774,FED,FS-FIRESTAT,FS,USAZTNF,"Tonto National Forest",0312,"Tonto National Forest",24,24,BRL7,"ST. CLAIRE",AZ-TNF-044,"ST. CLAIR",AZ3391311171920050512,"ST. CLAIR",,2005,2453503.5,133,0300,9.0,Miscellaneous,2453503.5,133,1500,1920.0,F,33.92027778,-111.72805556,5.0,USFS,AZ,13,013,Maricopa,""
5096,5119,FS-1428795,FED,FS-FIRESTAT,FS,USNMLNF,"Lincoln National Forest",0308,"Lincoln National Forest",4,NM-LNF-004,A3D7,PEPPIN,NM-LNF-004,Peppin,NM3361010535120040515,PEPPIN,,2004,2453140.5,136,1250,1.0,Lightning,,,,64488.0,G,33.60138889,-105.43333333,5.0,USFS,NM,27,027,Lincoln,""
5214,5238,FS-1428996,FED,FS-FIRESTAT,FS,USMTLNF,"Lolo National Forest",0116,"Lolo National Forest",49,018,B3E3,PROSPECT,MT-LNF-000539,PROSPECT,MT4707511495920050731,PROSPECT,,2005,2453588.5,218,1351,1.0,Lightning,2453653.5,283,1100,3200.0,F,47.05,-115.01138889,5.0,USFS,MT,61,061,Mineral,""
5279,5303,FS-1429090,FED,FS-FIRESTAT,FS,USKYDBF,"Daniel Boone National Forest",0802,"Daniel Boone National Forest",68,13,B85Z,"GILBERTS CREEK",KY-DBF-050124,"Gilberts Creek",,,,2005,2453687.5,317,1530,7.0,Arson,2453687.5,317,2030,2537.0,F,37.10833333,-84.54166667,5.0,USFS,KY,131,131,Leslie,""
5328,5352,FS-1429204,FED,FS-FIRESTAT,FS,USFLFNF,"National Forests in Florida",0805,"National Forests in Florida",54,002,B8KB,BEETLE,FL-FNF-006001,"BEETLE  FIRE",FL3018808496720051023,BEETLE,,2005,2453666.5,296,1615,7.0,Arson,2453670.5,300,1900,4384.92,F,30.21666667,-84.98333333,5.0,USFS,FL,,,,""
5347,5371,FS-1429232,FED,FS-FIRESTAT,FS,USUTASF,"Ashley National Forest",0401,"Ashley National Forest",2,UT-ASF-068,B0UD,"SHEEP CREEK WFU",UT-ASF-000068,"Sheep Creek WFU",UT4086610989920050715,"SHEEP CREEK WFU",,2005,2453567.5,197,1600,1.0,Lightning,2453717.5,347,0954,3322.0,F,40.86444444,-109.92833333,5.0,USFS,UT,9,009,Daggett,""
5360,5384,FS-1429253,FED,FS-FIRESTAT,FS,USIDPAF,"Payette National Forest",0412,"Payette National Forest",810,15,B3ML,"STARVATION WFU",ID-PAF-005045,"FRANK CHURCH",ID4535411497420050801,"FRANK CHURCH WFU (ROOT CREEK)","FRANK CHURCH WFU COMPLEX 2005",2005,2453588.5,218,2000,1.0,Lightning,2453677.5,307,1055,1349.0,F,45.35166667,-114.975,5.0,USFS,ID,49,049,Idaho,""
5392,5416,FS-1429299,FED,FS-FIRESTAT,FS,USIDCTF,"Caribou-Targhee National Forest",0415,"Caribou-Targhee National Forest",13,54-02,BES3,"BIG DRY CANYON WFU",ID-CTF-000013,"Big Dry Canyon Complex",ID4345311114720050723,"BIG DRY CANYON COMPLEX WFU (BIG DRY CANYON)","BIG DRY CANYON COMPLEX",2005,2453577.5,207,1500,1.0,Lightning,2453681.5,311,1600,2098.0,F,43.45166667,-111.14944444,5.0,USFS,ID,19,019,Bonneville,""
5598,5623,FS-1429624,FED,FS-FIRESTAT,FS,USIDPAF,"Payette National Forest",0412,"Payette National Forest",813,18,B3ML,"JOE CREEK WFU",ID-PAF-005045,"FRANK CHURCH",ID4524911525120050807,"FRANK CHURCH WFU (WEST FORK AND JOE)","FRANK CHURCH WFU COMPLEX 2005",2005,2453592.5,222,1700,1.0,Lightning,2453677.5,307,1055,13866.0,G,45.23055556,-115.32055556,5.0,USFS,ID,49,049,Idaho,""
5623,5648,FS-1429661,FED,FS-FIRESTAT,FS,USIDPAF,"Payette National Forest",0412,"Payette National Forest",815,22,B3ML,"WEST FORK WFU",ID-PAF-005045,"FRANK CHURCH",ID4524911525120050807,"FRANK CHURCH WFU (WEST FORK AND JOE)","FRANK CHURCH WFU COMPLEX 2005",2005,2453595.5,225,1315,1.0,Lightning,2453677.5,307,1055,9933.0,G,45.23638889,-115.32055556,5.0,USFS,ID,49,049,Idaho,""
